17.25, 94.0, -1.56, 18.75, 30.0, 685.25, 0.0, 10.5, 36.0, 2.79, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 30.0, 679.0, 0.0, 10.5, 36.0, 2.78, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 30.0, 676.75, 0.0, 10.5, 36.0, 2.87, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 30.0, 675.75, 0.0, 10.5, 36.0, 3.42, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 30.0, 684.0, 0.0, 10.5, 36.0, 3.88, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 661.25, 0.0, 10.5, 36.0, 3.91, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 673.5, 0.0, 10.0, 36.0, 3.96, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 669.25, 0.0, 10.0, 36.0, 3.97, 21.96, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 684.75, 0.0, 10.0, 36.0, 3.98, 24.31, 34.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 702.75, 0.0, 10.0, 36.0, 3.87, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 712.25, 0.0, 10.0, 36.0, 3.93, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 730.75, 0.0, 10.0, 36.0, 3.96, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 725.0, 0.0, 10.0, 36.0, 3.92, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 720.0, 0.0, 10.0, 36.0, 3.87, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 371.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 721.25, 0.0, 10.0, 36.0, 3.95, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 376.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 730.25, 0.0, 10.0, 36.0, 3.86, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 376.0, 14.58, 18.43, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 718.75, 0.0, 10.0, 36.0, 3.87, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 376.0, 14.58, 24.71, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 716.5, 0.0, 10.0, 36.0, 3.81, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 376.0, 14.58, 24.71, 1.0, 7.84, 27.0, 21.57, 9.02, 11.37
17.25, 94.0, -1.56, 18.75, 35.0, 712.75, 0.0, 10.0, 36.0, 3.81, 24.31, 36.0, 6.27, 77.25, 0.01, 98.0, 376.0, 14.58, 24.71, 1.0, 10.2, 27.0, 21.57, 9.02, 11.37
